0.1,0.986564
0.123797,0.986821
0.147595,0.987086
0.171392,0.987278
0.19519,0.987381
0.218987,0.987401
0.242785,0.987356
0.266582,0.987261
0.29038,0.987129
0.314177,0.98697
0.337975,0.986789
0.361772,0.986592
0.38557,0.986383
0.409367,0.986163
0.433165,0.985934
0.456962,0.985698
0.480759,0.985455
0.504557,0.985208
0.528354,0.984956
0.552152,0.984701
0.575949,0.984443
0.599747,0.984184
0.623544,0.983923
0.647342,0.983662
0.671139,0.983401
0.694937,0.983141
0.718734,0.982882
0.742532,0.982625
0.766329,0.982371
0.790127,0.982119
0.813924,0.98187
0.837722,0.981623
0.861519,0.981379
0.885316,0.981138
0.909114,0.980898
0.932911,0.980659
0.956709,0.980421
0.980506,0.980182
1.0043,0.979942
1.0281,0.979699
1.0519,0.979453
1.0757,0.979201
1.09949,0.978942
1.12329,0.978675
1.14709,0.978399
1.17089,0.978111
1.19468,0.977809
1.21848,0.977493
1.24228,0.977161
1.26608,0.976809
1.28987,0.976438
1.31367,0.976043
1.33747,0.975623
1.36127,0.975175
1.38506,0.974695
1.40886,0.974181
1.43266,0.973629
1.45646,0.973034
1.48025,0.972393
1.50405,0.971703
1.52785,0.970962
1.55165,0.97017
1.57544,0.969329
1.59924,0.968446
1.62304,0.967529
1.64684,0.966589
1.67063,0.965625
1.69443,0.964571
1.71823,0.963106
1.74203,0.959941
1.76582,0.951157
1.78962,0.932599
1.81342,0.916823
1.83722,0.916736
1.86101,0.925171
1.88481,0.936153
1.90861,0.948036
1.93241,0.960612
1.9562,0.974172
1.98,0.989341
