0.1,0.985387
0.123797,0.985609
0.147595,0.985709
0.171392,0.985726
0.19519,0.985683
0.218987,0.985596
0.242785,0.985478
0.266582,0.985336
0.29038,0.985179
0.314177,0.985009
0.337975,0.98483
0.361772,0.984643
0.38557,0.98445
0.409367,0.984251
0.433165,0.984045
0.456962,0.983833
0.480759,0.983615
0.504557,0.98339
0.528354,0.983159
0.552152,0.982924
0.575949,0.982684
0.599747,0.982441
0.623544,0.982197
0.647342,0.981953
0.671139,0.98171
0.694937,0.981471
0.718734,0.981238
0.742532,0.981012
0.766329,0.980795
0.790127,0.98059
0.813924,0.980399
0.837722,0.980221
0.861519,0.98006
0.885316,0.979915
0.909114,0.979788
0.932911,0.979679
0.956709,0.979587
0.980506,0.979512
1.0043,0.979452
1.0281,0.979408
1.0519,0.979377
1.0757,0.979356
1.09949,0.979345
1.12329,0.979341
1.14709,0.979342
1.17089,0.979346
1.19468,0.979353
1.21848,0.979362
1.24228,0.979373
1.26608,0.979388
1.28987,0.979407
1.31367,0.979433
1.33747,0.979469
1.36127,0.979519
1.38506,0.979585
1.40886,0.97967
1.43266,0.979774
1.45646,0.979897
1.48025,0.980031
1.50405,0.980167
1.52785,0.980288
1.55165,0.980368
1.57544,0.980372
1.59924,0.980255
1.62304,0.97996
1.64684,0.979414
1.67063,0.978522
1.69443,0.977129
1.71823,0.974896
1.74203,0.970853
1.76582,0.961932
1.78962,0.940304
1.81342,0.90316
1.83722,0.881361
1.86101,0.887
1.88481,0.903263
1.90861,0.923668
1.93241,0.948249
1.9562,0.977661
1.98,1.00972
