5&0.029632&0.018786&0.016969&0.018367&0.029909&0.04035&\\
6&0.264412&0.067302&0.080708&0.080898&0.125252&0.205528&0.362744&\\
7&2.17026&0.287181&0.325791&0.378026&0.560815&0.926291&1.4594&2.49645&\\
